id,created_by,created_date,modified_by,modified_date,ba_desc_arabic,ba_desc_english,bl_local_no,business_name_arabic,business_name_english,cbls_no,city,company_id,domain_presence_score,domain_vintage,economic_department,elastic_search_sync_status,email,est_date,expiry_date,expiry_date_in_date_format,full_address,gmap_full_address,gmap_international_phone_no,gmap_location,gmap_name,gmap_phone_no,gmap_photo_url,gmap_rating,gmap_trigger_date,gmap_types,gmap_website_url,gsearch_email,gsearch_full_address,gsearch_mobile_no,gsearch_phone_no,gsearch_trigger_date,gsearch_website_url,integration_gmap_flag,integration_gsearch_flag,integration_wayback_flag,integration_zgis_flag,is_already_updated_place,is_already_updated_wayback_archive,is_branch,legal_type,mobile_no,nationality,parent_bl_no,phone_no,po_box,registration_ed_branch,status,visa_allocation_quota,visa_approved,visa_cancelled,visa_requested,visa_used,wayback_trigger_date,website_address,website_url,wps,zgis_categories,zgis_full_address,zgis_landmarks,zgis_location,zgis_name,zgis_phone_no,zgis_photo_url,zgis_po_box,zgis_rating,zgis_schedule,zgis_social_urls,zgis_trigger_date,zgis_website_url
fffcec59-dfbf-4176-9b4a-97b7807fc735,System,2024-03-24 01:53:26.823000,System,2024-07-17 09:24:36.392720,"نزع مادة الكافيين من البُن وتحميصه,بيع المكسرات – بالتجزئة, بيع البن  - بالتجزئة,بيع االشوكولاته - بالتجزئة,مقهى,بيع الحلويات - بالتجزئة,","Coffee Decaffeinating and Roasting,Retail sales of nuts, Retai sale of Selling,Retai sale of Chocolate,Café,Retai sale of Sweets,",613645,بن العميد ذ.م.م-فرع 1,WADI AL BON TR L.L.C.SP - BRANCH 1,11226398,Sharjah,2259409,,,Sharjah Economic Development Department,White,,2011-06-15,2024-06-14,2024-06-14 00:00:00.000000,الشارقة-المجاز/الشارقة-- خلف شارع كورنيش البحيرة -محل رقم 7-8-9 ملك عبدالعزيز مبارك عبدالعزيز الحساوي وشركاه,,,,,,,,2023-12-26 08:37:35.489187,,,,,,,2023-12-26 08:37:35.489187,,false,false,false,false,false,,Yes,Limited Liability Company,971545855507,KUWAIT,,,,Sharjah Economic Development Department,Active,0,-1,-1,-1,-1,2023-12-26 08:37:35.489187,,,PRIVATE,,,,,,,,,,,,2023-12-26 08:37:35.489187,
fffc7fa1-73ed-4d4d-95b1-34f0426c2b7b,System,2024-03-24 01:53:26.823000,System,2024-03-25 20:01:17.548053,"قص وتفصيل الستائر, : أعمال تنفيذ التصميم الداخلي (الديكور),","Curtains Cutting and Tailoring, : Interior Design Implementation Works(Decor),",CN-1023408,الصديقان للستائر والديكور  - شركة الشخص الواحد ذ م م,AL SADEEQAN CURTAIN & DECOR - SOLE PROPRIETORSHIP L.L.C.,11006682,Dubai,28384,,,Abu Dhabi Department of Economic Development,White,,1992-01-07,2024-10-24,2024-10-24 00:00:00.000000,"أبو ظبي - شارع  الشيخ راشد بن سعيد ال مكتوم -  بناية زاهره احمد سعيد القمزي وبناتها/عفراء وعائشه وحمده وموزه احمد سلطان غنوم الهاملي,   أبو ظبي - شارع  الشيخ راشد بن سعيد ال مكتوم -  بناية زاهره احمد سعيد القمزي وبناتها/عفراء وعائشه وحمده وموزه احمد سلطان غنوم الهاملي أبوظبي",,,,,,,,2023-12-26 13:55:41.931009,,,,,,,2023-12-26 13:55:42.231408,,false,false,false,false,false,,No,Single Person Company,00971566345078,EMIRATES,,,,Abu Dhabi Department for Economic Development,Active,,9,0,9,4,2023-12-26 13:55:43.718526,,,"*Salary stament, *Communication Info required, *Stop New Work Permit - WPS ,",,,,,,,,,,,,2023-12-26 13:55:44.013901,
fffc764f-8360-4a3d-a5ba-6724ed86872a,System,2024-03-24 01:53:26.823000,System,2024-03-25 20:13:24.135806,"بيع الفواكه والخضروات الطازجة - بالتجزئة,بيع التمور - بالتجزئة,","Retail sale of Fresh Fruits and Vegetables,Retail sale of Palms,",CN-2724855,جرين اند يلو للخضروات والفواكه,GREEN AND YELLOW VEGETABLES AND FRUITS,11336187,,1002001,,,Abu Dhabi Department of Economic Development,White,,2019-02-10,2025-03-04,2025-03-04 00:00:00.000000,"بني ياس, بني ياس شرق 8, 0 : ~, مبنى, السيد احمد سيف حمد ماجد بني ياس شرق 8 بني ياس أبوظبي",,,,,,,,2023-12-26 09:44:02.402685,,,,,,,2023-12-26 09:44:02.402685,,false,false,false,false,false,,No,Establishments,971505112006,EMIRATES,,,,Abu Dhabi Department for Economic Development,Active,,18,0,18,14,2023-12-26 09:44:02.402685,,,PRIVATE,,,,,,,,,,,,2023-12-26 09:44:02.402685,
fffc5b53-4ddd-4940-ab9e-e16b382a4045,System,2024-03-24 01:53:26.823000,System,2024-03-25 20:21:39.195291,"خدمات النفط و الغاز,","OIL &amp; GAS SERVICES,",18258,فيرتو دريلينج بيه تي إي.ال تي دي,VIRTUE DRILLING PTE. LTD.,11578673,Dubai,,,,Hamriyah Free Zone Authority,White,,2019-10-08,2023-10-07,2023-10-07 00:00:00.000000,P1-ELOB Office No. E-32G-10,,,,,,,,2023-12-26 13:55:41.931009,,,,,,,2023-12-26 13:55:42.231408,,false,false,false,false,false,,Yes,Branch of a foreign establishment,,,,,,Hamriyah Free Zone Authority,Active,,,,,,2023-12-26 13:55:43.718526,,,,,,,,,,,,,,,2023-12-26 13:55:44.013901,
fffc44b6-40a2-44de-9d5e-40a9e843af2e,System,2024-03-24 01:53:26.823000,System,2024-03-25 20:29:49.147673,": بيع اكسسوارات ولوازم الهواتف المتحركة - بالتجزئة,",": RETAI SALE OF OUTFIT AND ACCESSOIRES MOBILE PHONES,",1019567,فايزة للهواتف المتحركة,FAIZZA MOBILES,11555167,,,,,Fujairah Municipality,White,,2020-10-21,2023-10-21,2023-10-21 00:00:00.000000,", سنشري مول الفجيرة, الكويت, الشرية, الفجيرة",,,,,,,,2023-12-26 13:55:41.931009,,,,,,,2023-12-26 13:55:42.231408,,false,false,false,false,false,,No,Establishments,0506923009,,,0506923009,,Head Office-Fujairah Municipality,Expired,,,,,,2023-12-26 13:55:43.718526,,,,,,,,,,,,,,,2023-12-26 13:55:44.013901,
fffb5985-06cb-403d-804e-9f469a2094f9,System,2024-03-24 01:53:26.823000,System,2024-03-25 19:45:50.508322,"خدمات تحميل وتفريغ البضائع,خدمات الشحن البحري للبضائع,خدمات التخليص الجمركي,","Goods Loading and Offloading Services,Goods Marine Shipment Services,Customs Clearance Services,",53924,اميرتس لوجيستكس ذ.م.م. ش.ش.و - فرع راس الخيمة,EMIRATES LOGISTICS LLC PPO - RAK Branch,11726980,,,,,Ras Al Khaimah Department of Economic Development,White,eslam.tarek@sharafdg.com,2021-02-28,2024-07-23,2024-07-23 00:00:00.000000,شارع الجسر   النخيل,,,,,,,,2023-12-26 08:38:04.298115,,,,,,,2023-12-26 08:38:04.298115,,false,false,false,false,false,,No,Single Person Company,971506499186,,,971506499186,,Ras Al Khaimah Department of Economic Development,Active,,,,,,2023-12-26 08:38:04.298115,,,,,,,,,,,,,,,2023-12-26 08:38:04.298115,
fffb5093-aa3d-4e65-9085-29406b09d059,System,2024-03-24 01:53:26.823000,System,2024-03-25 20:24:05.125083,",,,,,,,","Health Food Trading,Medicines Trading,Perfumes &amp; Cosmetics Trading,Beauty and Personal Care Requisites Trading,Baby Care Requisites Trading,Soap &amp; Hair Care Products Trading,Beauty and Personal Care Equipment Trading,",178599,جلوكاب م م ح,GLOCAP FZE,11446446,,,,,Jabel Ali FreeZone Authority,White,,2019-06-13,2024-06-14,2024-06-14 00:00:00.000000,United Arab EmiratesWorkstation No: FZJOA12WS47Jebel AliDubaiUnited Arab Emirates,,,,,,,,2023-12-26 08:37:36.300933,,,,,,,2023-12-26 08:37:36.300933,,false,false,false,false,false,,No,Free Zone Establishment,,,,,,Jafza,Active,,,,,,2023-12-26 08:37:36.300933,,,,,,,,,,,,,,,2023-12-26 08:37:36.300933,
fffb1042-2db7-42a0-beff-15d2d479a768,System,2024-03-24 01:53:26.823000,System,2024-03-25 19:53:29.789478,"تجارة لوازم السلامة والصحة المهنية وادواتها,","Occupational Hygiene &amp; Safety Requisites Trading,",536416,شيكاغو لتجارة ش ذ م م,CHICAGO TRADING LLC,10810109,,474724,,,Dubai Department of Economy & Tourism,White,,2002-08-03,2024-08-01,2024-08-01 00:00:00.000000,Deira Naif,,,,,,,,2023-12-26 08:38:11.081921,,,,,,,2023-12-26 08:38:11.081921,,false,false,false,false,false,,No,Limited Liability Company,,EMIRATES,,97144535343,,Dubai Department of Economic Development,Active,,9,0,9,9,2023-12-26 08:38:11.081921,,,"*Stopped For Expired Labour Card For more than 6 months,",,,,,,,,,,,,2023-12-26 08:38:11.081921,
fffac920-7eb8-496b-9ecb-9f31c9e27a5b,System,2024-03-24 01:53:26.823000,System,2024-03-25 19:32:52.173961,"خدمات تنظيف المباني والمساكن,","Building Cleaning Services,",683859,فيه فسيلتي لتنظيف الشرق الأوسط ش.ذ.م.م,FVH FACILITY CLEANING ME L.L.C,10627860,Dubai,778502,,,Dubai Department of Economy & Tourism,White,,2013-02-19,2024-02-18,2024-02-18 00:00:00.000000,Bur Dubai Burj Khalifa,,,,,,,,2023-12-26 13:55:41.931009,,,,,,,2023-12-26 13:55:42.231408,,false,false,false,false,false,,No,Single Person Company,,EMIRATES,,,,Dubai Department of Economic Development,Active,,37,1,38,36,2023-12-26 13:55:43.718526,,,"*Salary stament, *Stop New Work Permit - WPS ,",,,,,,,,,,,,2023-12-26 13:55:44.013901,
fffaa875-98e2-40ec-a6e1-c3e8a8c95938,System,2024-03-24 01:53:26.823000,System,2024-03-25 19:44:12.523050,": Holding Company,Investment in Commercial Enterprises &amp; Management,Managing Office,",": Holding Company,Investment in Commercial Enterprises &amp; Management,Managing Office,",6039,مجموعة بيربيتوا للاستثمار المحدودة,Perpetua Investment Group Ltd,11935512,Dubai,,,,Dubai International Financial Center,White,,2022-08-23,2024-08-22,2024-08-22 00:00:00.000000,"Unit L27-03, Level 27,ICD Brookfield Place,Dubai International Financial Centre,United Arab Emirates",,,,,,,,2023-12-26 13:55:41.931009,,,,,,,2023-12-26 13:55:42.231408,,false,false,false,false,false,,No,Private Shareholding Company,,,,,,DIFC,Active,,,,,,2023-12-26 13:55:43.718526,,,,,,,,,,,,,,,2023-12-26 13:55:44.013901,
fffa5d34-7fe0-476a-b52f-b77c167ad35f,System,2024-03-24 01:53:26.823000,System,2024-03-25 20:19:44.438847,"استشارات ودراسات ادارية,","Administrative Consultancy and Studies,",47004694,حناين كونسولتانسي ش.م.ح- ذ.م.م,Hanayyen Consultancy FZ-LLC,11624576,Dubai,,,,Ras Al Khaimah Economic Zone (RAKEZ),White,osama@hanayyen.com,2021-02-07,2024-02-06,2024-02-06 00:00:00.000000,"A2-302A,Building no. A2,Al Hamra Industrial Zone-FZ,RAK, United Arab Emirates",,,,,,,,2023-12-26 13:55:41.931009,,,,,,,2023-12-26 13:55:42.231408,,false,false,false,false,false,,No,Free Zone Company,971507720686,,,,,Ras Al Khaimah Economic Zone,Active,,,,,,2023-12-26 13:55:43.718526,,,,,,,,,,,,,,,2023-12-26 13:55:44.013901,
fff9e960-e8c4-4e2d-9d03-cdacce0856ff,System,2024-03-24 01:53:26.823000,System,2024-03-25 19:30:01.752144,": تجارة المواقد والأفران والطباخات,تجارة الثلاجات والغسالات والاجهزة الكهربائية المنزلية,تجارة الساعات وقطع غيارها,تجارة اجهزة الحاسب الآلي ولوازمه,تجارة قطع غيار الاجهزة الكهربائية والالكترونية,تجارة الهواتف المتحركة ولوازمها,تجارة مستلزمات الحاسب الآلي ومعالجة البيانات,تجارة آلات وادوات التصوير ولوازمها,تجارة الاجهزة السمعية والمرئية واجهزة التسجيل ولوازمها,",": Cookers &amp; Cookstoves Trading,Refrigerators , Washing Machines &amp; Household Electrical Appliances Trd,Watches &amp; Clocks &amp; Spare Parts Trading,Computers &amp; Peripheral Equipment Trading,Electrical &amp; Electronic Appliances Spare Parts Trading,Mobile Phones &amp; Accessories Trading,Computer &amp; Data Processing Requisites Trading,Photographic Equipment &amp; Accessories Trading,Audio-Visual, Recording Equipment &amp; Accessories Trading,",987575,جسر المعرفة لتجارة الالكترونيات ش.ذ.م.م,JESR AL AL MAREFAH ELECTRONICS TRADING L.L.C,11761024,Dubai,,,,Dubai Department of Economy & Tourism,White,,2021-10-03,2023-10-02,2023-10-02 00:00:00.000000,Deira Port Saeed,,,,,,,,2023-12-26 13:55:41.931009,,,,,,,2023-12-26 13:55:42.231408,,false,false,false,false,false,,No,Limited Liability Company,,,,,,Dubai Department of Economic Development,Expired,,,,,,2023-12-26 13:55:43.718526,,,,,,,,,,,,,,,2023-12-26 13:55:44.013901,
fff9b742-0eaf-4fb2-b5e8-240d7fcfae3d,System,2024-03-24 01:53:26.823000,System,2024-03-25 19:25:57.378571,": حفر آبار البترول و الغاز الطبيعي,",": Natural Gas and Oil Well Drilling,",804586,شركة رو جيرسي لخدمات الطاقة الدولية المحدودة  - فرع الشارقة,INTERNATIONAL ENERGY SERVICES ROW JERSEY LTD - SHJ. BR,11948241,Dubai,1510123,,,Sharjah Economic Development Department,White,,2022-10-05,2024-10-05,2024-10-05 00:00:00.000000,الشارقة-الممزر/الشارقة-شارع الكورنيش -مكتب طابق رقم 12 ملك شركة اندى لاعمال الاستثمار التجاري المحدودة وشريكتها,,,,,,,,2023-12-26 13:55:41.931009,,,,,,,2023-12-26 13:55:42.231408,,false,false,false,false,false,,Yes,Branch of a foreign establishment,00971504807685,EMIRATES,,,,Sharjah Economic Development Department,Active,,211,0,216,103,2023-12-26 13:55:43.718526,,,PRIVATE,,,,,,,,,,,,2023-12-26 13:55:44.013901,
fff99ad0-c261-488f-9e25-c8db024b78ee,System,2024-03-24 01:53:26.823000,System,2024-03-25 19:32:52.173961,"7110.00 - الأنشطة المعمارية والهندسية والخدمات الاستشارية الفنية المتصلة بها,","7110.00 - Architectural and engineering activities and related technical consultancy,",2307871.01,ميشيل ريمون اند اسوسيز ميدل ايست ش.ذ.م.م-منطقة حرة,MICHEL REMON AND ASSOCIES MIDDLE EAST L.L.C-FZ,12103093,,,,,Meydan,White,,2023-04-18,2024-04-17,2024-04-17 00:00:00.000000,"Business Center 1, M Floor, The Meydan Hotel, Nad Al Sheba, Dubai, U.A.E.",,,,,,,,2023-12-26 13:55:41.931009,,,,,,,2023-12-26 13:55:42.231408,,false,false,false,false,false,,No,Limited Liability Company,,,,,,Mydan,Active,,,,,,2023-12-26 13:55:43.718526,,,,,,,,,,,,,,,2023-12-26 13:55:44.013901,
fff86a84-327d-4f45-8b06-c71321a24cf9,System,2024-03-24 01:53:26.823000,System,2024-03-25 20:11:02.056479,": شغل الابواب  والنوافذ المعدنية وتركيبها,",": Metal Doors, Windows Making &amp; Fixing,",101082,مؤسسة اسد للألمنيوم والزجاج,LION ALUMINUM & GLASS,10565557,Dubai,,,,Dubai Department of Economy & Tourism,White,,1982-09-08,2015-09-07,2015-09-07 00:00:00.000000,محل رقم 6 ملك حسن عبدالله عبدالعزيز الحمادي - بردبي - السطوة,,,,,,,,2023-12-26 13:55:41.931009,,,,,,,2023-12-26 13:55:42.231408,,false,false,false,false,false,,No,Establishments,,,,0097143442655,,Dubai Department of Economic Development,Expired,,,,,,2023-12-26 13:55:43.718526,,,,,,,,,,,,,,,2023-12-26 13:55:44.013901,
fff85c53-4ada-4812-8446-0d3b07ffe224,System,2024-03-24 01:53:26.823000,System,2024-03-25 19:49:28.090004,": Management Consulting &amp; Research,",": Management Consulting &amp; Research,",4819,دوت كوم فينتشر - ش م ح,DOT COM VENTURE - FZCO,11608339,Dubai,,,,Dubai Silicon Oasis,White,,2020-11-28,2022-11-27,2022-11-27 00:00:00.000000,DSO,,,,,,,,2023-12-26 13:55:41.931009,,,,,,,2023-12-26 13:55:42.231408,,false,false,false,false,false,,No,Free Zone Company,,,,00971503124863,,DSO,Expired,,,,,,2023-12-26 13:55:43.718526,,,,,,,,,,,,,,,2023-12-26 13:55:44.013901,
fff838d7-63da-4004-8629-2ebfe4facd05,System,2024-03-24 01:53:26.823000,System,2024-03-25 20:17:28.983076,"خدمات إدارة المشاريع,","Project Management Services,",954774,عين بيت الريم لخدمات إدارة المشاريع,AIN BAIT ALREEM PROJECT MANAGEMENT SERVICES,11662311,,1216636,,,Dubai Department of Economy & Tourism,White,OMAR34@HOTMAIL.COM,2021-05-24,2024-05-23,2024-05-23 00:00:00.000000,Bur Dubai Burj Khalifa,,,,,,,,2023-12-26 08:37:15.890112,,,,,,,2023-12-26 08:37:15.890112,,false,false,false,false,false,,No,Establishments,,EMIRATES,,,,Dubai Department of Economic Development,Active,,10,0,10,10,2023-12-26 08:37:15.890112,,,"*Salary stament, *Stop New Work Permit - WPS ,",,,,,,,,,,,,2023-12-26 08:37:15.890112,
fff7ac7d-d941-4129-9428-cfc93c4233f1,System,2024-03-24 01:53:26.823000,System,2024-03-25 19:36:03.465601,"تجارة قطع غيار الاجهزة الكهربائية والالكترونية,تجارة اجهزة الحاسب الآلي ولوازمه,تجارة مستلزمات الحاسب الآلي ومعالجة البيانات,تجارة تمديدات شبكات الحاسب الآلي,تجارة آلات وادوات التصوير ولوازمها,تجارة الآلات والادوات الموسيقية ولوازمها,تجارة الساعات وقطع غيارها,تجارة الثلاجات والغسالات والاجهزة الكهربائية المنزلية,تجارة الاجهزة السمعية والمرئية واجهزة التسجيل ولوازمها,تجارة المواقد والأفران والطباخات,","Electrical &amp; Electronic Appliances Spare Parts Trading,Computers &amp; Peripheral Equipment Trading,Computer &amp; Data Processing Requisites Trading,Computer Electric Accessories Trading,Photographic Equipment &amp; Accessories Trading,Musical Instruments &amp; Accessories Trading,Watches &amp; Clocks &amp; Spare Parts Trading,Refrigerators , Washing Machines &amp; Household Electrical Appliances Trd,Audio-Visual, Recording Equipment &amp; Accessories Trading,Cookers &amp; Cookstoves Trading,",1057003,القناعة للالكترونيات ش.ذ.م.م,ALQANAA ELECTRONICS L.L.C,11872366,Dubai,,,,Dubai Department of Economy & Tourism,White,,2022-04-25,2023-04-24,2023-04-24 00:00:00.000000,Bur Dubai Al Quoz 3,,,,,,,,2023-12-26 13:55:41.931009,,,,,,,2023-12-26 13:55:42.231408,,false,false,false,false,false,,No,Single Person Company,,,,,,Dubai Department of Economic Development,Expired,,,,,,2023-12-26 13:55:43.718526,,,,,,,,,,,,,,,2023-12-26 13:55:44.013901,
